factor,mean_ic,ic_std,icir,positive_pct,abs_ic,fold
beta_60,0.10491032776747063,0.3773248120387514,0.2780371828733497,61.904761904761905,0.10491032776747063,6
return_60d,0.06717790146361574,0.3538500074654638,0.18984852351648568,53.06122448979592,0.06717790146361574,6
volatility_60,0.057563388991960424,0.3953630991762497,0.14559626103674164,56.4625850340136,0.057563388991960424,6
macd_signal,0.05355596784168213,0.3255338723891255,0.16451734330633414,54.82993197278911,0.05355596784168213,6
price_ma200_ratio,0.053522984951556385,0.3786943047013429,0.1413355951940372,54.01360544217687,0.053522984951556385,6
macd_hist,-0.048262213976499685,0.33305518365137565,-0.14490755990460125,42.44897959183673,0.048262213976499685,6
volatility_10,0.044337250051535756,0.3530225701157763,0.1255932447520141,54.421768707483,0.044337250051535756,6
macd,0.038548752834467126,0.3290842027759171,0.11713948135248559,52.925170068027214,0.038548752834467126,6
price_ma50_ratio,0.03810348381776953,0.35252804698447604,0.10808638956164376,51.83673469387755,0.03810348381776953,6
volatility_20,0.03597608740465884,0.3565188441984132,0.1009093572193819,53.333333333333336,0.03597608740465884,6
relative_strength_20d,0.02954442383013812,0.34518373312960393,0.085590429080403,53.87755102040816,0.02954442383013812,6
return_20d,0.02954442383013812,0.34518373312960393,0.085590429080403,53.87755102040816,0.02954442383013812,6
momentum_20,0.02954442383013812,0.34518373312960393,0.085590429080403,53.87755102040816,0.02954442383013812,6
price_ma20_ratio,0.013003504432075862,0.3473955197309961,0.03743141086604991,49.65986394557823,0.013003504432075862,6
rsi_14,0.011964543393114813,0.32563301659688765,0.036742414875964906,50.61224489795918,0.011964543393114813,6
volume_change,-0.007759224902082045,0.34974500585320994,-0.022185377266941267,51.156462585034014,0.007759224902082045,6
momentum_5,-0.007313955885384457,0.3488365656784266,-0.020966712222843045,50.204081632653065,0.007313955885384457,6
return_5d,-0.007313955885384457,0.3488365656784266,-0.020966712222843045,50.204081632653065,0.007313955885384457,6
volume_ratio_20,-0.006258503401360544,0.3613729143339114,-0.01731868425417639,48.57142857142857,0.006258503401360544,6
momentum_10,0.005137085137085132,0.3524977038130137,0.01457338610015501,50.476190476190474,0.005137085137085132,6
